10	0	0	0	0	0	0	0	0	0
1	41.48	0.0	46.239999999999995	12.5	0	0	0	0	0
2	28.2	10.416666666666668	32.04	17.708333333333336	0	0	0	0	0
3	0.0	10.714285714285715	5.6	17.857142857142858	0	0	0	0	0
4	28.2	0.0	32.04	5.208333333333334	0	0	0	0	0
5	0.0	0.0	5.6	5.357142857142858	0	0	0	0	0
6	35.879999999999995	10.714285714285715	38.67999999999999	17.857142857142858	0	0	0	0	0
7	35.879999999999995	0.0	38.67999999999999	5.357142857142858	0	0	0	0	0
8	11.2	0.0	19.7	2.5	0	0	0	0	0
9	11.2	12.0	19.7	18.5	0	0	0	0	0
10	11.2	5.0	19.7	8.5	0	0	0	0	0
22897.650952380947	25.0	51.0	0	0	0	0	0	0	0
4	2	7	9	8	3	1	6	5	0
0	1	0	0	1	0	1	0	1	1
