10	0	0	0	0	0	0	0	0	0
1	17.980392156862745	17.094972067039105	21.490196078431374	34.04748603351955	0	0	0	0	0
2	7.470588235294118	32.633440514469456	10.519607843137255	41.81672025723473	0	0	0	0	0
3	0.0	0.0	3.735294117647059	10.708661417322835	0	0	0	0	0
4	7.470588235294118	19.514469453376208	10.519607843137255	26.07395498392283	0	0	0	0	0
5	17.980392156862745	0.0	21.490196078431374	8.547486033519553	0	0	0	0	0
6	13.568627450980392	32.86666666666667	15.774509803921568	41.93333333333334	0	0	0	0	0
7	13.568627450980392	19.266666666666666	15.774509803921568	26.066666666666666	0	0	0	0	0
8	13.568627450980392	0.0	15.774509803921568	9.633333333333333	0	0	0	0	0
9	0.0	21.41732283464567	3.735294117647059	36.20866141732284	0	0	0	0	0
10	7.470588235294118	0.0	10.519607843137255	9.757234726688104	0	0	0	0	0
18461.237933554647	25.0	51.0	0	0	0	0	0	0	0
2	8	9	3	1	7	6	5	4	0
0	1	0	0	1	0	0	1	0	1
