18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4.666666666666667	0.0	5.166666666666667	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1.4444444444444444	1.0	1.9444444444444444	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3.666666666666667	0.0	4.166666666666667	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2.4444444444444446	0.0	3.0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
5	5.666666666666667	2.25	6.333333333333334	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.0	5.538461538461538	0.7222222222222222	6.576923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.0	0.0	0.7222222222222222	1.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0.0	3.4615384615384617	0.7222222222222222	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0.0	2.076923076923077	0.7222222222222222	2.769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0
10	5.666666666666667	0.0	6.333333333333334	1.125	0	0	0	0	0	0	0	0	0	0	0	0	0
11	5.666666666666667	6.75	6.333333333333334	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1.4444444444444444	0.0	1.9444444444444444	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
13	3.555555555555556	0.0	3.611111111111111	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0.0	7.615384615384615	0.7222222222222222	7.961538461538461	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0.0	8.307692307692307	0.7222222222222222	8.48076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0.0	8.653846153846153	0.7222222222222222	8.826923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0
17	5.666666666666667	8.25	6.333333333333334	8.4375	0	0	0	0	0	0	0	0	0	0	0	0	0
18	5.666666666666667	8.625	6.333333333333334	8.8125	0	0	0	0	0	0	0	0	0	0	0	0	0
4627.548076923077	7.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	8	7	5	13	14	15	11	1	3	12	2	0	9	4	10	16	17
0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1
