20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1.0150000000000001	0.0	1.36	0.19565217391304351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0.0	0.7468354430379747	0.395	0.860759493670886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1.0150000000000001	0.39130434782608703	1.36	0.5869565217391306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.0	0.5189873417721519	0.395	0.6329113924050633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.79	1.2	0.9025000000000001	1.5999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.0	0.9746835443037974	0.395	1.0886075949367089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.0	1.2025316455696202	0.395	1.259493670886076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0.0	1.3164556962025316	0.395	1.3734177215189873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1.0150000000000001	0.7826086956521741	1.36	0.8478260869565218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1.0150000000000001	0.9130434782608697	1.36	1.0869565217391306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2.6999999999999997	0.0	2.8499999999999996	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1.705	0.0	1.855	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1.705	1.4	1.855	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1.0150000000000001	1.2608695652173916	1.36	1.4347826086956523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	1.0150000000000001	1.6086956521739133	1.36	1.8043478260869568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2.3249999999999997	0.0	2.5124999999999997	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2.005	0.0	2.165	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0.0	0.0	0.395	0.25949367088607594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0.79	0.0	0.9025000000000001	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	0.0	1.430379746835443	0.395	1.7151898734177213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4720.357438635113	2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	3	1	5	6	7	19	18	4	0	2	8	9	13	14	11	12	16	15	10
0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1
