20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.8799999999999999	1.704918032786885	1.3375	1.8524590163934422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0.0	0.9204545454545456	0.43999999999999995	1.022727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.8799999999999999	1.4098360655737703	1.3375	1.5573770491803276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.0	1.1250000000000002	0.43999999999999995	1.2272727272727275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.0	0.0	0.43999999999999995	0.10227272727272728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.0	1.3295454545454548	0.43999999999999995	1.431818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.0	0.8181818181818183	0.43999999999999995	0.869318181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0.0	0.715909090909091	0.43999999999999995	0.7670454545454547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0.8799999999999999	1.0163934426229506	1.3375	1.0655737704918031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0.8799999999999999	0.7540983606557377	1.3375	0.8852459016393441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2.6999999999999997	0.0	2.8499999999999996	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1.795	0.0	1.9	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0.8799999999999999	0.29508196721311475	1.3375	0.39344262295081966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0.8799999999999999	0.4918032786885246	1.3375	0.6229508196721312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0.8799999999999999	0.0	1.3375	0.14754098360655737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2.3249999999999997	0.0	2.5124999999999997	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2.005	0.0	2.165	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0.0	1.5340909090909094	0.43999999999999995	1.7670454545454548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0.8799999999999999	1.1147540983606556	1.3375	1.262295081967213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	0.0	0.20454545454545456	0.43999999999999995	0.4602272727272728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4367.569217585691	2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	19	7	6	1	3	5	17	14	12	13	9	8	18	2	0	11	16	15	10
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1
