10	0	0	0	0	0	0	0	0	0
1	0.0	0.0	2.6681614349775784	22.3	0	0	0	0	0
2	5.336322869955158	0.0	8.74990877318175	8.202518053971874	0	0	0	0	0
3	0.0	44.6	12.5	47.800000000000004	0	0	0	0	0
4	12.16349467640834	17.216523845772386	15.831067626005957	22.669721443980833	0	0	0	0	0
5	5.336322869955158	28.12291904218928	8.977744560704203	36.361459521094645	0	0	0	0	0
6	5.336322869955158	16.405036107943747	8.74990877318175	22.263977575066512	0	0	0	0	0
7	19.498640575603574	17.216523845772386	22.249320287801787	22.669721443980833	0	0	0	0	0
8	12.61916625145325	28.12291904218928	15.198506615733823	36.361459521094645	0	0	0	0	0
9	12.16349467640834	0.0	18.58174733820417	8.608261922886193	0	0	0	0	0
10	17.777846980014395	28.12291904218928	21.388923490007198	36.361459521094645	0	0	0	0	0
19967.55250372958	25.0	51.0	0	0	0	0	0	0	0
2	0	4	7	9	5	1	3	6	8
1	2	5	4	7	6	9	3	8	0
0	1	0	1	1	0	0	1	1	0
