18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4.722222222222222	0.0	5.222222222222222	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1.5	0.5	2.0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3.7222222222222223	0.0	4.222222222222222	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2.5	0.0	3.0555555555555554	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
5	5.722222222222222	2.3478260869565215	6.361111111111111	4.695652173913043	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.0	5.333333333333333	0.75	6.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.0	0.0	0.75	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0.0	3.333333333333333	0.75	4.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0.0	2.0	0.75	2.6666666666666665	0	0	0	0	0	0	0	0	0	0	0	0	0
10	5.722222222222222	0.0	6.361111111111111	1.173913043478261	0	0	0	0	0	0	0	0	0	0	0	0	0
11	5.722222222222222	7.0434782608695645	6.361111111111111	7.826086956521738	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0.5	7.333333333333333	1.0	7.833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
13	3.611111111111111	0.0	3.6666666666666665	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0.0	8.333333333333334	0.75	8.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0.0	7.333333333333333	0.25	7.833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
16	5.722222222222222	8.608695652173912	6.361111111111111	8.804347826086955	0	0	0	0	0	0	0	0	0	0	0	0	0
17	1.5	8.5	2.0	8.75	0	0	0	0	0	0	0	0	0	0	0	0	0
18	1.5	0.0	2.0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
4576.716183574879	7.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	14	11	5	7	8	6	16	1	17	3	12	2	0	15	10	4	9
7	10	8	3	4	1	5	11	2	9	6	14	12	13	17	16	15	0
1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0
