10	0	0	0	0	0	0	0	0	0
1	0.0	0.0	12.5	4.76	0	0	0	0	0
2	5.9523809523809526	13.720000000000002	15.476190476190476	16.660000000000004	0	0	0	0	0
3	0.0	44.6	12.5	47.800000000000004	0	0	0	0	0
4	0.0	28.44	2.4752475247524752	36.52	0	0	0	0	0
5	4.950495049504951	38.614814814814814	14.975247524752476	41.60740740740741	0	0	0	0	0
6	5.9523809523809526	9.520000000000003	15.476190476190476	11.620000000000003	0	0	0	0	0
7	0.0	9.520000000000003	2.9761904761904763	14.560000000000002	0	0	0	0	0
8	4.950495049504951	34.37530864197531	14.975247524752476	36.495061728395065	0	0	0	0	0
9	0.0	19.600000000000005	12.5	24.020000000000003	0	0	0	0	0
10	4.950495049504951	28.44	14.975247524752476	31.407654320987657	0	0	0	0	0
16319.546154604852	25.0	51.0	0	0	0	0	0	0	0
2	3	4	7	9	8	6	1	5	0
9	1	5	2	6	7	4	8	3	0
0	1	0	0	0	0	0	0	0	0
